date,1 AUD,1 BGN,1 BRL,1 CAD,1 CHF,1 CNY,1 DKK,1 EUR,1 GBP,1 HKD,1 HRK,1 ILS,1 MXN,1 MYR,1 NOK,1 NZD,1 PLN,1 RON,1 SEK,1 SGD,1 TRY,1 USD,1 XDR,1 ZAR,100 HUF,100 INR,100 JPY,100 KRW,100 PHP,100 RUB,100 THB,1000 IDR
2016-01-18,17.099,13.823,6.154,17.109,24.696,3.773,3.622,27.035,35.447,3.183,3.529,6.274,1.360,5.646,2.792,16.033,6.062,5.959,2.894,17.249,8.167,24.821,34.341,1.478,8.571,36.655,21.157,2.051,51.957,31.376,68.415,1.782
2016-01-19,17.243,13.816,6.177,17.161,24.744,3.780,3.621,27.025,35.335,3.185,3.530,6.279,1.373,5.696,2.810,16.122,6.089,5.964,2.899,17.331,8.185,24.865,34.332,1.492,8.591,36.781,21.093,2.067,52.225,31.709,68.519,1.791
2016-01-20,16.988,13.824,6.070,16.934,24.731,3.768,3.623,27.040,35.119,3.167,3.527,6.236,1.349,5.640,2.797,15.778,6.050,5.966,2.893,17.224,8.120,24.789,34.270,1.478,8.591,36.457,21.242,2.038,51.781,30.637,68.290,1.776
2016-01-21,17.181,13.840,5.986,17.192,24.711,3.776,3.627,27.065,35.068,3.177,3.532,6.254,1.339,5.677,2.789,15.982,6.020,5.973,2.894,17.278,8.182,24.844,34.325,1.492,8.608,36.539,21.219,2.049,51.894,29.501,68.535,1.786
2016-01-22,17.569,13.816,6.066,17.645,24.680,3.801,3.622,27.025,35.817,3.209,3.524,6.290,1.349,5.819,2.856,16.270,6.062,5.970,2.915,17.526,8.297,25.002,34.483,1.517,8.660,36.977,21.148,2.090,52.386,31.445,69.451,1.805
2016-01-25,17.438,13.816,6.103,17.601,24.599,3.797,3.621,27.020,35.602,3.204,3.524,6.278,1.351,5.813,2.856,16.151,6.046,5.970,2.913,17.463,8.274,24.980,34.418,1.513,8.641,36.858,21.091,2.089,52.066,31.391,69.511,1.801
2016-01-26,17.370,13.812,6.080,17.533,24.548,3.788,3.621,27.020,35.499,3.197,3.524,6.270,1.342,5.809,2.848,16.101,6.012,5.958,2.917,17.430,8.264,24.928,34.352,1.510,8.639,36.714,21.073,2.071,51.885,31.114,69.496,1.793
2016-01-27,17.482,13.818,6.149,17.628,24.405,3.774,3.621,27.025,35.578,3.184,3.525,6.248,1.351,5.831,2.860,16.146,6.044,5.954,2.917,17.389,8.302,24.820,34.279,1.520,8.610,36.486,20.964,2.065,51.807,31.701,69.368,1.788
2016-01-28,17.527,13.815,6.040,17.599,24.445,3.768,3.621,27.020,35.448,3.180,3.526,6.265,1.351,5.880,2.860,16.031,6.067,5.952,2.904,17.367,8.323,24.780,34.256,1.521,8.625,36.326,20.844,2.053,51.848,32.388,69.160,1.786
2016-01-29,17.567,13.818,6.107,17.600,24.256,3.766,3.621,27.025,35.383,3.177,3.528,6.274,1.352,5.959,2.851,16.106,6.087,5.959,2.891,17.385,8.360,24.760,34.180,1.546,8.661,36.486,20.441,2.050,51.918,32.655,69.354,1.797
2016-02-01,17.574,13.815,6.214,17.719,24.340,3.773,3.621,27.020,35.505,3.190,3.527,6.283,1.359,5.974,2.870,16.068,6.153,5.970,2.910,17.434,8.375,24.823,34.202,1.544,8.666,36.553,20.470,2.062,52.023,32.574,69.728,1.820
2016-02-02,17.462,13.817,6.204,17.674,24.244,3.762,3.621,27.025,35.624,3.179,3.525,6.261,1.349,5.882,2.838,16.048,6.135,5.989,2.892,17.340,8.385,24.748,34.209,1.537,8.673,36.406,20.499,2.043,51.711,31.294,69.187,1.808
2016-02-03,17.462,13.818,6.246,17.743,24.314,3.758,3.621,27.020,35.887,3.170,3.525,6.239,1.344,5.856,2.839,16.330,6.145,5.992,2.887,17.288,8.411,24.720,34.218,1.529,8.702,36.333,20.695,2.032,51.615,31.438,68.957,1.796
2016-02-04,17.381,13.817,6.216,17.584,24.206,3.667,3.621,27.020,35.273,3.096,3.529,6.170,1.330,5.812,2.833,16.199,6.121,5.993,2.873,17.189,8.320,24.110,33.691,1.520,8.702,35.616,20.548,2.021,50.637,31.353,67.644,1.768
2016-02-05,17.351,13.822,6.222,17.556,24.345,3.673,3.622,27.035,35.124,3.099,3.532,6.228,1.325,5.801,2.824,16.236,6.128,6.004,2.866,17.291,8.322,24.134,33.749,1.522,8.723,35.734,20.684,2.026,50.728,31.438,67.945,1.771
2016-02-08,17.205,13.834,6.257,17.470,24.484,3.710,3.626,27.060,35.013,3.130,3.541,6.262,1.306,5.860,2.820,16.105,6.100,6.041,2.869,17.298,8.272,24.379,33.992,1.504,8.709,35.837,20.954,2.014,51.006,31.523,68.578,1.789
2016-02-09,16.838,13.836,6.191,17.318,24.623,3.666,3.626,27.060,34.725,3.090,3.542,6.200,1.278,5.791,2.799,15.845,6.078,6.021,2.845,17.166,8.167,24.090,33.717,1.488,8.681,35.400,20.964,1.995,50.457,30.599,67.954,1.771
2016-02-10,17.053,13.819,6.181,17.328,24.665,3.653,3.622,27.030,34.950,3.082,3.539,6.200,1.283,5.823,2.810,15.975,6.104,6.029,2.840,17.243,8.206,24.006,33.674,1.515,8.677,35.383,20.888,2.016,50.626,30.513,67.911,1.783
2016-02-11,16.902,13.837,6.041,17.090,24.542,3.631,3.627,27.070,34.383,3.062,3.544,6.131,1.253,5.762,2.788,15.948,6.084,6.045,2.843,17.158,8.156,23.857,33.599,1.505,8.676,34.868,21.259,1.986,50.186,29.770,67.717,1.772
2016-02-12,17.028,13.838,6.005,17.244,24.620,3.653,3.626,27.065,34.820,3.082,3.548,6.189,1.249,5.757,2.797,15.957,6.136,6.049,2.863,17.179,8.201,24.004,33.746,1.510,8.727,35.178,21.297,1.990,50.530,30.221,67.428,1.779
2016-02-15,17.303,13.824,6.067,17.489,24.551,3.725,3.622,27.035,35.006,3.106,3.549,6.215,1.282,5.856,2.807,16.119,6.153,6.050,2.850,17.283,8.215,24.182,33.995,1.535,8.746,35.524,21.185,1.999,51.016,31.304,67.907,1.808
2016-02-16,17.323,13.821,6.030,17.522,24.544,3.718,3.621,27.030,34.847,3.109,3.548,6.192,1.285,5.831,2.814,15.969,6.134,6.059,2.853,17.271,8.189,24.214,33.853,1.539,8.702,35.400,21.285,1.990,50.950,31.272,67.940,1.807
2016-02-17,17.300,13.822,6.024,17.567,24.498,3.720,3.621,27.030,34.730,3.116,3.548,6.219,1.295,5.759,2.818,15.997,6.145,6.067,2.853,17.218,8.204,24.276,33.898,1.551,8.721,35.441,21.270,1.975,50.969,31.707,68.152,1.797
2016-02-18,17.433,13.814,6.063,17.808,24.499,3.741,3.620,27.020,35.016,3.133,3.547,6.239,1.336,5.852,2.837,16.151,6.167,6.056,2.874,17.364,8.223,24.375,34.009,1.582,8.733,35.567,21.418,1.983,51.282,32.360,68.547,1.806
2016-02-19,17.313,13.818,6.023,17.689,24.528,3.735,3.621,27.025,34.771,3.132,3.548,6.223,1.331,5.788,2.833,16.119,6.174,6.050,2.880,17.303,8.214,24.351,33.981,1.576,8.744,35.526,21.550,1.974,51.133,31.689,68.096,1.804
2016-02-22,17.642,13.814,6.174,17.860,24.538,3.758,3.621,27.020,34.538,3.154,3.542,6.274,1.355,5.839,2.846,16.358,6.195,6.036,2.887,17.466,8.312,24.505,34.067,1.604,8.778,35.739,21.633,1.999,51.447,32.336,68.544,1.824
2016-02-23,17.788,13.821,6.200,17.884,24.751,3.764,3.623,27.030,34.664,3.162,3.545,6.291,1.358,5.849,2.858,16.433,6.189,6.054,2.891,17.464,8.369,24.570,34.142,1.624,8.786,35.852,21.958,1.997,51.589,32.648,68.733,1.830
2016-02-24,17.658,13.826,6.174,17.797,24.781,3.768,3.624,27.045,34.258,3.169,3.546,6.273,1.347,5.840,2.822,16.272,6.192,6.040,2.888,17.473,8.365,24.629,34.134,1.585,8.708,35.912,22.013,1.989,51.664,31.936,68.950,1.836
2016-02-25,17.686,13.830,6.215,18.004,24.740,3.755,3.625,27.050,34.273,3.157,3.549,6.287,1.352,5.813,2.835,16.402,6.205,6.055,2.884,17.491,8.386,24.526,34.073,1.576,8.701,35.611,21.813,1.979,51.484,32.211,68.778,1.829
2016-02-26,17.716,13.840,6.243,18.153,24.767,3.762,3.628,27.065,34.353,3.165,3.551,6.305,1.358,5.839,2.840,16.558,6.205,6.063,2.888,17.542,8.367,24.589,34.142,1.568,8.716,35.792,21.750,1.989,51.768,32.581,68.973,1.839
2016-02-29,17.729,13.833,6.235,18.322,24.798,3.792,3.627,27.055,34.435,3.196,3.547,6.358,1.366,5.909,2.847,16.347,6.213,6.046,2.902,17.652,8.385,24.848,34.502,1.550,8.694,36.374,21.972,2.008,52.417,32.736,69.682,1.858
2016-03-01,17.797,13.831,6.217,18.402,24.910,3.800,3.627,27.055,34.764,3.200,3.547,6.390,1.381,5.968,2.876,16.419,6.227,6.059,2.888,17.752,8.434,24.879,34.366,1.572,8.722,36.674,22.003,2.018,52.666,33.692,69.886,1.864
2016-03-02,18.030,13.834,6.365,18.549,24.933,3.807,3.626,27.045,34.960,3.207,3.557,6.417,1.393,5.986,2.870,16.490,6.247,6.065,2.896,17.774,8.485,24.933,34.415,1.593,8.728,36.911,21.807,2.029,52.735,33.777,70.096,1.876
2016-03-03,18.215,13.834,6.451,18.479,24.964,3.796,3.628,27.055,34.944,3.192,3.559,6.382,1.387,6.003,2.870,16.644,6.243,6.068,2.890,17.848,8.482,24.819,34.310,1.580,8.761,36.892,21.778,2.046,52.831,33.783,69.952,1.875
2016-03-04,18.203,13.836,6.626,18.385,24.826,3.788,3.627,27.060,34.914,3.176,3.563,6.306,1.383,5.992,2.884,16.674,6.247,6.059,2.899,17.857,8.443,24.661,34.229,1.579,8.750,36.767,21.684,2.049,52.713,33.754,69.663,1.877
2016-03-07,18.303,13.831,6.563,18.459,24.670,3.790,3.626,27.055,34.927,3.179,3.569,6.311,1.385,6.045,2.891,16.677,6.251,6.063,2.899,17.867,8.448,24.692,34.245,1.607,8.739,36.808,21.733,2.050,52.635,34.371,69.732,1.886
2016-03-08,18.292,13.836,6.495,18.416,24.713,3.773,3.627,27.060,34.873,3.160,3.570,6.278,1.378,5.965,2.870,16.602,6.253,6.062,2.887,17.735,8.410,24.541,34.133,1.597,8.724,36.464,21.722,2.035,52.274,34.202,69.344,1.867
2016-03-09,18.457,13.819,6.640,18.386,24.620,3.784,3.625,27.045,35.056,3.173,3.577,6.321,1.383,5.976,2.878,16.700,6.268,6.058,2.911,17.823,8.475,24.640,34.239,1.602,8.737,36.692,21.870,2.033,52.585,34.331,69.822,1.875
2016-03-10,18.618,13.819,6.807,18.744,24.700,3.819,3.625,27.035,35.235,3.207,3.573,6.382,1.409,6.083,2.908,16.610,6.298,6.063,2.927,18.006,8.645,24.899,34.570,1.652,8.722,37.196,21.820,2.075,53.444,35.363,70.555,1.905
2016-03-11,18.323,13.834,6.699,18.410,24.721,3.754,3.627,27.060,34.866,3.144,3.572,6.290,1.374,5.968,2.868,16.322,6.279,6.059,2.907,17.717,8.485,24.398,34.031,1.601,8.719,36.402,21.448,2.050,52.473,34.921,69.451,1.867
2016-03-14,18.332,13.830,6.719,18.355,24.650,3.745,3.627,27.050,34.934,3.136,3.576,6.271,1.369,5.927,2.873,16.307,6.315,6.057,2.914,17.696,8.436,24.324,33.945,1.579,8.723,36.269,21.406,2.051,52.229,34.429,69.419,1.863
2016-03-15,18.186,13.827,6.568,18.239,24.692,3.739,3.626,27.045,34.526,3.138,3.578,6.258,1.363,5.889,2.852,16.190,6.306,6.048,2.926,17.649,8.419,24.347,33.934,1.536,8.710,36.150,21.577,2.039,52.100,34.358,69.366,1.848
2016-03-16,18.139,13.828,6.405,18.281,24.676,3.750,3.628,27.050,34.365,3.150,3.575,6.264,1.363,5.910,2.845,16.092,6.289,6.043,2.933,17.662,8.357,24.450,34.038,1.510,8.686,36.302,21.516,2.046,52.271,34.418,69.737,1.843
2016-03-17,18.234,13.826,6.521,18.394,24.671,3.690,3.627,27.045,34.565,3.082,3.589,6.207,1.365,5.889,2.854,16.327,6.303,6.040,2.910,17.661,8.359,23.908,33.658,1.554,8.728,35.881,21.415,2.060,51.645,34.937,68.722,1.826
2016-03-18,18.266,13.822,6.627,18.480,24.752,3.703,3.627,27.035,34.726,3.091,3.590,6.231,1.389,5.918,2.876,16.337,6.343,6.046,2.914,17.694,8.390,23.966,33.700,1.571,8.712,36.107,21.493,2.070,51.634,35.536,68.789,1.827
2016-03-21,18.243,13.820,6.611,18.374,24.753,3.703,3.626,27.030,34.520,3.092,3.594,6.220,1.380,5.903,2.863,16.237,6.348,6.049,2.920,17.637,8.361,23.980,33.695,1.567,8.709,36.043,21.463,2.066,51.682,35.223,68.651,1.826
2016-03-22,18.305,13.815,6.664,18.403,24.824,3.715,3.627,27.035,34.263,3.110,3.587,6.259,1.381,6.025,2.860,16.249,6.345,6.046,2.928,17.706,8.375,24.117,33.801,1.570,8.654,36.164,21.609,2.075,52.077,35.472,69.043,1.830
2016-03-23,18.292,13.822,6.661,18.424,24.817,3.723,3.627,27.035,34.231,3.121,3.584,6.296,1.387,6.055,2.850,16.213,6.352,6.055,2.929,17.693,8.421,24.201,33.837,1.576,8.616,36.235,21.452,2.079,52.143,35.649,68.773,1.836
2016-03-24,18.215,13.840,6.552,18.264,24.888,3.726,3.631,27.065,34.282,3.127,3.592,6.330,1.373,6.021,2.851,16.264,6.325,6.060,2.920,17.725,8.430,24.267,33.872,1.567,8.616,36.287,21.581,2.078,52.288,34.827,68.687,1.831
2016-03-29,18.168,13.842,6.631,18.364,24.817,3.716,3.631,27.075,34.511,3.117,3.599,6.319,1.382,6.049,2.854,16.315,6.370,6.065,2.921,17.679,8.431,24.183,33.834,1.563,8.618,36.347,21.292,2.072,52.190,35.260,68.236,1.805
2016-03-30,18.339,13.840,6.550,18.352,24.811,3.689,3.633,27.075,34.453,3.082,3.602,6.310,1.386,6.062,2.870,16.557,6.365,6.068,2.930,17.671,8.417,23.896,33.425,1.600,8.617,36.001,21.249,2.092,52.003,35.243,67.828,1.801
2016-03-31,18.260,13.832,6.564,18.345,24.753,3.681,3.631,27.055,34.162,3.064,3.596,6.299,1.380,6.085,2.871,16.475,6.356,6.049,2.933,17.671,8.421,23.757,33.470,1.611,8.618,35.858,21.154,2.089,51.749,35.420,67.589,1.792
2016-04-01,18.158,13.822,6.549,18.146,24.693,3.658,3.628,27.030,33.831,3.048,3.599,6.259,1.358,6.074,2.863,16.364,6.371,6.049,2.925,17.570,8.381,23.640,33.312,1.602,8.626,35.630,21.104,2.054,51.362,34.856,67.344,1.796
2016-04-04,18.131,13.831,6.697,18.234,24.770,3.669,3.633,27.050,33.919,3.064,3.601,6.283,1.372,6.085,2.866,16.290,6.389,6.059,2.925,17.594,8.467,23.766,33.438,1.621,8.663,35.951,21.302,2.067,51.454,35.077,67.478,1.805
2016-04-05,17.918,13.822,6.525,18.055,24.821,3.673,3.632,27.035,33.724,3.065,3.600,6.251,1.352,6.057,2.845,16.105,6.369,6.054,2.921,17.524,8.404,23.774,33.470,1.588,8.648,35.773,21.487,2.052,51.384,34.436,67.359,1.798
2016-04-06,17.979,13.820,6.432,18.118,24.820,3.674,3.632,27.030,33.434,3.073,3.599,6.241,1.341,6.085,2.853,16.174,6.341,6.050,2.918,17.579,8.353,23.834,33.509,1.564,8.654,35.745,21.594,2.050,51.506,34.732,67.537,1.803
2016-04-07,17.906,13.816,6.493,18.126,24.834,3.675,3.631,27.025,33.476,3.064,3.598,6.271,1.339,6.074,2.859,16.150,6.309,6.050,2.919,17.582,8.336,23.775,33.499,1.562,8.654,35.682,21.942,2.049,51.385,34.932,67.502,1.807
2016-04-08,17.903,13.814,6.507,18.177,24.850,3.672,3.631,27.020,33.459,3.064,3.604,6.281,1.337,6.091,2.868,16.124,6.291,6.047,2.908,17.615,8.335,23.771,33.477,1.578,8.641,35.692,21.903,2.060,51.479,35.291,67.722,1.809
2016-04-11,17.947,13.818,6.644,18.267,24.851,3.667,3.631,27.025,33.753,3.059,3.609,6.272,1.339,6.099,2.881,16.213,6.312,6.050,2.911,17.619,8.382,23.724,33.490,1.610,8.659,35.693,21.923,2.068,51.418,35.530,67.634,1.807
2016-04-12,18.163,13.819,6.757,18.419,24.860,3.671,3.631,27.030,33.860,3.058,3.609,6.294,1.350,6.112,2.891,16.343,6.298,6.046,2.934,17.606,8.375,23.717,33.518,1.615,8.680,35.719,21.896,2.074,51.464,35.743,67.666,1.809
2016-04-13,18.303,13.819,6.809,18.684,24.834,3.695,3.632,27.035,34.048,3.084,3.620,6.331,1.363,6.178,2.903,16.544,6.306,6.048,2.946,17.703,8.383,23.923,33.660,1.625,8.700,35.916,21.883,2.082,51.912,36.404,68.235,1.818
2016-04-14,18.498,13.819,6.827,18.719,24.842,3.705,3.632,27.030,33.969,3.096,3.614,6.338,1.374,6.167,2.917,16.482,6.288,6.043,2.951,17.610,8.392,24.018,33.722,1.649,8.685,36.100,21.960,2.081,51.990,36.400,68.408,1.823
2016-04-15,18.458,13.819,6.865,18.597,24.750,3.700,3.632,27.025,33.971,3.087,3.606,6.333,1.366,6.129,2.905,16.548,6.289,6.042,2.941,17.629,8.387,23.948,33.661,1.644,8.705,35.962,21.990,2.087,51.916,36.015,68.266,1.818
2016-04-18,18.395,13.814,6.821,18.481,24.749,3.689,3.631,27.020,33.850,3.080,3.601,6.325,1.357,6.083,2.896,16.565,6.275,6.038,2.939,17.621,8.373,23.889,33.623,1.636,8.712,35.884,22.086,2.078,51.689,35.189,68.216,1.813
2016-04-19,18.574,13.814,6.689,18.740,24.736,3.683,3.631,27.020,34.216,3.071,3.603,6.327,1.379,6.132,2.918,16.754,6.279,6.030,2.944,17.779,8.402,23.821,33.578,1.668,8.702,35.856,21.773,2.116,51.673,36.292,68.257,1.812
2016-04-20,18.560,13.814,6.691,18.735,24.697,3.673,3.631,27.020,34.157,3.061,3.602,6.320,1.371,6.143,2.927,16.647,6.302,6.027,2.949,17.720,8.439,23.743,33.507,1.672,8.743,35.866,21.751,2.102,51.343,36.198,68.111,1.807
2016-04-21,18.639,13.818,6.751,18.833,24.594,3.676,3.632,27.025,34.341,3.068,3.609,6.330,1.377,6.117,2.937,16.616,6.272,6.030,2.943,17.719,8.452,23.798,33.515,1.677,8.699,35.911,21.711,2.100,51.158,36.562,67.994,1.809
2016-04-22,18.564,13.827,6.725,18.858,24.607,3.698,3.634,27.045,34.529,3.096,3.611,6.379,1.374,6.160,2.924,16.530,6.218,6.043,2.960,17.784,8.484,24.014,33.755,1.671,8.724,36.091,21.661,2.101,51.364,36.430,68.593,1.820
2016-04-25,18.538,13.828,6.734,18.925,24.650,3.699,3.634,27.045,34.832,3.096,3.615,6.372,1.366,6.150,2.917,16.488,6.157,6.037,2.954,17.777,8.430,24.014,33.751,1.657,8.687,36.058,21.661,2.094,51.219,36.207,68.476,1.820
2016-04-26,18.516,13.826,6.759,18.932,24.577,3.687,3.632,27.025,34.891,3.087,3.614,6.362,1.365,6.104,2.929,16.467,6.168,6.039,2.952,17.690,8.458,23.946,33.718,1.653,8.655,35.971,21.552,2.080,51.121,36.026,68.027,1.814
2016-04-27,18.160,13.821,6.790,19.004,24.579,3.684,3.632,27.035,34.896,3.083,3.616,6.355,1.375,6.113,2.939,16.380,6.158,6.058,2.951,17.724,8.469,23.916,33.705,1.653,8.662,35.982,21.493,2.080,51.031,36.648,68.099,1.813
2016-04-28,18.141,13.828,6.776,18.962,24.647,3.677,3.633,27.045,34.740,3.069,3.617,6.328,1.375,6.117,2.927,16.603,6.163,6.047,2.948,17.708,8.465,23.811,33.656,1.654,8.707,35.803,22.012,2.088,50.733,36.782,67.949,1.806
2016-04-29,18.093,13.825,6.808,18.928,24.616,3.658,3.633,27.040,34.657,3.057,3.601,6.339,1.383,6.070,2.934,16.530,6.152,6.041,2.950,17.661,8.467,23.714,33.611,1.673,8.661,35.724,22.094,2.078,50.533,36.913,67.910,1.799
2016-05-02,18.006,13.830,6.809,18.802,24.595,3.635,3.635,27.050,34.569,3.033,3.598,6.280,1.375,6.024,2.930,16.526,6.171,6.036,2.947,17.554,8.432,23.534,33.355,1.659,8.703,35.442,22.090,2.068,50.032,36.340,67.491,1.786
2016-05-03,17.623,13.822,6.602,18.557,24.638,3.606,3.633,27.035,34.197,3.013,3.600,6.234,1.343,5.948,2.903,16.308,6.163,6.024,2.931,17.365,8.258,23.383,33.367,1.614,8.676,35.220,22.085,2.044,49.692,35.150,66.913,1.772
2016-05-04,17.585,13.819,6.578,18.417,24.589,3.609,3.633,27.030,34.092,3.022,3.598,6.217,1.321,5.878,2.894,16.223,6.152,6.017,2.918,17.310,8.213,23.457,33.308,1.588,8.647,35.243,22.041,2.017,49.654,35.598,66.792,1.772
2016-05-05,17.708,13.818,6.710,18.432,24.532,3.632,3.633,27.030,34.275,3.045,3.597,6.254,1.337,5.899,2.907,16.307,6.111,6.002,2.920,17.403,8.151,23.628,33.472,1.583,8.639,35.528,22.060,2.026,49.894,36.012,67.258,1.784
2016-05-06,17.437,13.818,6.657,18.371,24.413,3.640,3.632,27.020,34.276,3.048,3.601,6.256,1.318,5.902,2.890,16.197,6.114,6.004,2.913,17.409,8.106,23.654,33.527,1.583,8.615,35.502,22.112,2.017,50.179,35.646,67.256,1.786
2016-05-09,17.379,13.818,6.767,18.327,24.450,3.643,3.632,27.020,34.209,3.055,3.613,6.272,1.323,5.910,2.895,16.141,6.122,6.017,2.914,17.354,8.081,23.717,33.540,1.570,8.580,35.606,21.905,2.021,50.204,35.940,67.475,1.785
2016-05-10,17.451,13.818,6.819,18.332,24.395,3.647,3.633,27.025,34.312,3.061,3.601,6.278,1.311,5.861,2.889,16.006,6.115,6.021,2.913,17.355,8.083,23.762,33.543,1.560,8.588,35.636,21.785,2.025,50.879,35.730,67.430,1.788
2016-05-11,17.460,13.810,6.838,18.397,24.343,3.643,3.631,27.020,34.220,3.051,3.593,6.287,1.316,5.869,2.891,16.115,6.107,6.016,2.908,17.308,7.992,23.681,33.470,1.564,8.570,35.551,21.775,2.027,50.924,36.003,67.161,1.780
2016-05-12,17.390,13.819,6.847,18.523,24.426,3.642,3.632,27.025,34.259,3.058,3.603,6.309,1.326,5.903,2.927,16.162,6.116,6.005,2.907,17.302,8.048,23.729,33.528,1.583,8.584,35.585,21.711,2.030,50.976,36.662,67.117,1.784
2016-05-13,17.347,13.812,6.834,18.481,24.509,3.652,3.632,27.020,34.305,3.067,3.601,6.312,1.319,5.910,2.914,16.186,6.151,6.008,2.896,17.372,8.030,23.810,33.596,1.570,8.574,35.663,21.867,2.030,51.046,36.485,67.166,1.788
2016-05-16,17.403,13.813,6.758,18.465,24.434,3.659,3.633,27.020,34.287,3.073,3.604,6.257,1.311,5.922,2.925,16.218,6.182,6.021,2.894,17.418,8.000,23.859,33.629,1.533,8.564,35.699,21.918,2.022,51.313,36.712,67.436,1.794
2016-05-17,17.481,13.813,6.851,18.464,24.387,3.659,3.633,27.020,34.565,3.076,3.606,6.252,1.303,5.941,2.919,16.227,6.194,6.024,2.889,17.433,8.046,23.873,33.662,1.530,8.574,35.727,21.802,2.029,51.387,36.834,67.268,1.795
2016-05-18,17.409,13.815,6.777,18.461,24.370,3.666,3.633,27.020,34.871,3.085,3.607,6.243,1.300,5.918,2.912,16.207,6.157,6.006,2.889,17.390,8.026,23.955,33.732,1.507,8.547,35.755,21.897,2.016,51.343,36.606,67.270,1.789
2016-05-19,17.360,13.814,6.732,18.400,24.368,3.687,3.633,27.020,35.279,3.107,3.609,6.255,1.306,5.914,2.885,16.264,6.151,5.999,2.883,17.490,8.052,24.133,33.940,1.523,8.537,35.767,21.937,2.026,51.512,36.248,67.598,1.780
2016-05-20,17.409,13.815,6.790,18.378,24.295,3.679,3.634,27.025,35.089,3.101,3.609,6.208,1.309,5.901,2.894,16.300,6.114,5.997,2.888,17.433,8.071,24.083,33.857,1.529,8.532,35.693,21.825,2.028,51.487,36.066,67.403,1.770
2016-05-23,17.390,13.826,6.785,18.331,24.343,3.679,3.635,27.035,34.912,3.104,3.610,6.221,1.312,5.898,2.886,16.344,6.094,5.981,2.893,17.466,8.071,24.106,33.874,1.543,8.527,35.703,22.036,2.033,51.514,35.933,67.600,1.775
2016-05-24,17.330,13.813,6.817,18.411,24.393,3.690,3.634,27.025,35.323,3.115,3.607,6.262,1.313,5.868,2.895,16.275,6.093,5.994,2.904,17.498,8.183,24.192,34.001,1.548,8.553,35.745,22.045,2.032,51.691,36.291,67.670,1.767
